티커,BPS,PER,PBR,EPS,DIV,DPS
094850,5830,0.0,1.62,0,0.0,0
004650,17391,985.0,0.57,10,5.08,500
278280,34549,38.45,4.19,3763,0.35,500
362320,3143,30.4,2.44,252,0.0,0
066360,1429,8.09,1.05,185,0.0,0
047820,13331,0.0,0.41,0,0.0,0
131100,2869,0.0,0.84,0,0.0,0
052300,1688,0.0,0.21,0,0.0,0
094360,4471,34.15,7.95,1041,0.55,196
016790,301,0.0,15.7,0,0.0,0
016920,2502,11.65,0.56,121,0.71,10
284620,935,0.0,4.09,0,0.0,0
293490,20650,0.0,1.34,0,0.0,0
042000,6615,0.0,1.85,0,0.0,0
317530,1614,0.0,3.35,0,0.0,0
071850,5542,0.0,0.37,0,0.0,0
050110,1422,16.99,1.03,86,0.0,0
119860,14989,48.91,0.75,229,0.0,0
223310,1521,0.0,1.31,0,0.0,0
078340,95809,17.4,0.51,2807,2.66,1300
063080,45693,0.0,0.65,0,0.0,0
307930,4955,13.42,1.12,415,0.0,0
079190,451,0.0,2.0,0,0.0,0
263700,4648,0.0,1.08,0,0.0,0
214370,21980,73.07,9.24,2778,1.33,2700
221980,25215,6.24,0.53,2136,3.23,430
038530,728,0.0,0.49,0,0.0,0
424140,0,0.0,0.0,0,0.0,0
436530,0,0.0,0.0,0,0.0,0
440200,0,0.0,0.0,0,0.0,0
192250,987,20.67,1.51,72,2.02,30
115500,1523,95.65,4.33,69,2.12,140
089150,2027,73.97,1.42,39,2.08,60
025880,3833,9.85,0.68,266,1.91,50
093320,30111,12.33,2.15,5240,0.93,600
093640,2402,0.0,3.4,0,0.0,0
073010,943,26.41,3.08,110,0.0,0
105330,6569,7.59,1.75,1512,0.0,0
053080,12192,21.39,2.15,1227,1.14,300
272110,6769,16.97,3.15,1255,0.0,0
039420,2251,7.96,1.1,311,3.23,80
083550,12196,7.28,0.42,701,0.98,50
032500,6034,0.0,1.84,0,0.0,0
225430,1303,0.0,0.91,0,0.0,0
102370,4711,28.01,0.9,151,0.83,35
036030,4715,22.22,1.17,248,0.0,0
064820,6516,550.0,0.59,7,2.6,100
256940,2831,0.0,3.14,0,0.0,0
024880,10147,4.61,0.55,1220,2.49,140
042040,613,0.0,0.64,0,0.0,0
054410,7906,13.91,0.7,399,0.0,0
258610,2517,0.0,1.21,0,0.0,0
274090,3115,51.04,4.41,269,0.0,0
089010,9953,50.12,2.09,416,0.96,200
220260,2220,49.1,3.18,144,0.0,0
052400,10912,6.42,1.47,2495,0.0,0
402030,7148,0.0,10.31,0,0.0,0
391710,556,0.0,8.31,0,0.0,0
046070,302,0.0,1.95,0,0.0,0
047770,1585,9.75,1.24,201,0.0,0
078940,524,0.0,6.17,0,0.0,0
080530,844,0.0,1.53,0,0.0,0
104540,5324,80.21,2.2,146,0.0,0
027050,2725,87.35,1.57,49,0.0,0
190650,14959,2.32,0.41,2612,11.53,700
123410,5157,8.93,0.58,336,2.67,80
036690,3029,0.0,1.06,0,1.56,50
049430,21650,4.88,0.4,1769,2.89,250
183300,25921,13.29,2.16,4213,1.79,1000
041960,865,0.0,6.4,0,0.0,0
089890,3615,23.05,3.03,475,0.0,0
009730,1074,32.24,4.62,154,0.0,0
082660,384,0.0,3.93,0,0.0,0
222040,2109,0.0,2.4,0,0.0,0
241710,13732,102.21,1.85,249,0.0,0
069110,0,0.0,0.0,0,0.0,0
355150,1690,380.0,1.8,8,0.0,0
166480,1937,0.0,3.43,0,0.0,0
045970,2616,0.0,3.27,0,0.0,0
196450,1822,0.0,0.86,0,0.0,0
029960,3510,8.69,2.02,815,7.06,500
102940,14697,154.01,1.96,187,0.0,0
033290,5733,6.83,0.86,720,3.86,190
056360,14091,12.25,0.42,480,0.85,50
282880,12934,63.92,2.52,510,0.31,100
121850,631,0.0,3.34,0,0.0,0
448710,4912,30.87,4.29,682,0.0,0
015710,7255,0.0,0.58,0,0.0,0
052330,22459,4.11,0.36,1977,3.08,250
322780,1367,0.0,1.75,0,0.42,10
200130,13595,13.24,1.34,1371,1.7,308
294570,12657,63.71,1.82,361,0.43,100
317690,2420,0.0,2.1,0,0.0,0
365270,3335,0.0,3.84,0,0.0,0
348080,0,0.0,0.0,0,0.0,0
060280,2099,0.0,9.15,0,0.0,0
040350,308,0.0,1.45,0,0.0,0
051780,298,0.0,1.24,0,0.0,0
115180,2544,0.0,2.79,0,0.0,0
445680,6676,0.0,3.62,0,0.0,0
182360,2812,43.81,6.95,446,0.0,0
405100,2905,53.82,4.46,241,3.7,480
066310,8776,12.85,1.11,757,1.03,100
016600,730,0.0,0.51,0,0.0,0
096240,5467,27.03,3.01,609,10.94,1800
114120,1064,0.0,10.2,0,0.0,0
110790,29568,7.84,0.65,2455,2.6,500
045520,4443,0.0,1.65,0,0.0,0
036170,1836,13.86,0.53,70,0.0,0
214150,3564,29.83,9.75,1165,0.33,116
352770,2331,0.0,1.36,0,0.0,0
237880,10872,34.59,1.86,584,0.99,200
139670,704,0.0,7.09,0,0.0,0
413600,0,0.0,0.0,0,0.0,0
433530,0,0.0,0.0,0,0.0,0
446840,0,0.0,0.0,0,0.0,0
054780,3023,0.0,2.37,0,0.0,0
219130,8781,45.87,2.97,569,0.0,0
360070,12065,39.83,5.44,1647,0.0,0
065130,11955,0.0,0.68,0,0.0,0
134580,2151,0.0,1.98,0,0.0,0
023160,18560,13.88,1.03,1383,0.89,170
323280,1299,0.0,2.59,0,0.0,0
053620,21811,9.18,0.35,827,3.95,300
044490,24061,737.04,0.83,27,0.0,0
124560,5614,1.43,0.64,2494,4.21,150
191420,6070,292.12,1.59,33,0.0,0
073640,1034,4.68,1.76,389,0.0,0
066700,4487,15.57,1.04,299,0.0,0
095610,17483,7.74,1.14,2580,2.5,500
064520,4791,0.0,0.83,0,0.0,0
089030,6480,8.57,1.17,886,1.71,130
054450,12418,5.42,1.52,3480,0.69,130
091440,1709,0.0,1.28,0,0.0,0
200230,775,0.0,1.14,0,0.0,0
393210,1003,12.21,4.82,396,0.0,0
215480,3246,9.77,1.25,416,0.0,0
051360,11755,0.0,1.41,0,0.6,100
045340,2199,13.3,1.87,309,0.0,0
108230,8696,19.41,0.9,405,1.27,100
079970,649,0.0,1.6,0,0.0,0
199800,8940,0.0,4.03,0,0.0,0
417790,6066,11.72,1.75,906,0.0,0
105550,1536,0.0,1.68,0,0.0,0
290090,9248,0.0,1.4,0,0.0,0
026150,6046,72.53,1.19,99,0.0,0
322180,1046,0.0,6.73,0,0.0,0
117730,1752,0.0,18.21,0,0.0,0
033830,1286,17.31,0.7,52,1.67,15
057680,3220,0.0,1.11,0,0.0,0
204610,1498,6.12,0.9,220,4.45,60
064760,35707,11.94,2.69,8056,1.77,1700
246710,1853,0.0,6.32,0,0.0,0
340570,13141,18.85,3.73,2602,0.92,450
043220,443,0.0,1.56,0,0.0,0
277880,2416,67.75,4.74,169,0.0,0
131290,26649,9.48,1.64,4614,1.14,500
425420,5323,35.71,4.84,721,0.0,0
356860,11424,7.98,2.17,3108,1.21,300
062860,8417,0.0,0.69,0,0.0,0
321550,2541,0.0,2.87,0,0.0,0
425040,11340,8.06,3.45,4855,0.0,0
104480,10429,0.72,0.21,3028,0.0,0
081150,6547,7.15,0.7,645,0.65,30
130740,5508,0.0,0.46,0,0.0,0
084730,17281,38.79,0.79,354,0.0,0
058530,3652,0.0,0.44,0,0.0,0
440110,996,0.0,40.61,0,0.0,0
034230,15915,58.11,1.08,296,0.0,0
033540,1352,0.0,0.56,0,0.0,0
388870,1539,0.0,10.85,0,0.0,0
043200,564,0.0,1.31,0,0.0,0
214450,34433,33.66,3.98,4067,0.48,660
208340,966,0.0,2.22,0,0.0,0
177830,6099,7.07,0.66,566,2.5,100
037070,5338,21.85,1.88,460,1.99,200
150900,2799,15.35,2.5,456,1.43,100
037030,4665,41.67,0.83,93,0.0,0
047310,4861,0.0,3.13,0,0.0,0
368770,898,0.0,4.1,0,0.0,0
170790,10862,7.16,1.2,1818,2.3,300
049120,905,0.0,1.39,0,0.0,0
038950,10896,0.0,0.44,0,1.04,50
441270,3448,0.0,2.27,0,0.0,0
106240,5583,0.29,0.37,7096,0.0,0
131760,810,7.68,1.33,140,0.0,0
065690,5017,0.0,0.3,0,0.0,0
140860,17308,43.71,10.26,4061,0.23,400
091700,8739,11.54,0.92,700,3.71,300
032800,411,0.0,0.74,0,0.0,0
318010,7973,17.47,1.14,518,1.1,100
027710,1860,0.0,0.96,0,1.41,25
225590,2612,3.68,0.53,378,0.0,0
054300,804,84.22,0.94,9,0.0,0
068050,2656,0.0,1.52,0,0.0,0
222110,1613,0.0,3.56,0,0.0,0
271830,0,0.0,0.0,0,0.0,0
263750,11412,0.0,4.99,0,0.0,0
251970,17379,16.23,1.48,1580,1.4,360
168360,2451,24.81,5.5,543,0.0,0
087010,2575,0.0,13.79,0,0.0,0
119500,4072,24.38,0.87,146,1.69,60
389140,5491,0.0,1.8,0,0.0,0
022100,2715,98.17,10.85,300,0.25,75
009520,2752,224.57,9.47,116,0.14,37
189690,2548,9.27,0.92,253,4.26,100
318020,3760,37.79,4.81,479,0.0,0
256630,1367,134.36,1.38,14,0.53,10
331380,1096,16.68,2.18,143,1.26,30
234100,2807,41.04,0.69,47,0.0,0
041020,1338,17.46,3.85,295,0.0,0
114630,1470,10.22,0.47,67,0.0,0
290720,3672,0.0,2.21,0,1.23,100
005670,9493,11.05,0.53,452,1.8,90
094940,4150,300.42,1.74,24,0.28,20
007330,26018,5.06,0.33,1688,7.61,650
093380,7221,8.98,0.55,444,3.26,130
023900,11716,45.97,1.07,273,0.48,60
371950,3790,27.92,2.34,317,0.0,0
370090,4827,100.98,5.36,256,0.0,0
220100,3174,0.0,4.05,0,0.0,0
035200,4351,22.56,0.81,156,1.42,50
334970,1925,0.0,2.45,0,0.0,0
321260,1158,21.22,3.01,164,0.57,20
303360,1424,31.96,2.51,112,0.0,0
053610,30100,9.55,1.47,4626,1.13,500
377220,6214,33.19,1.22,229,0.0,0
335810,2879,0.0,2.28,0,0.0,0
053160,10692,43.36,1.0,247,0.47,50
405000,529,0.0,10.32,0,0.0,0
041590,555,0.0,2.35,0,0.0,0
367000,5752,21.06,1.75,479,0.0,0
075130,4387,0.0,0.55,0,4.15,100
237820,6161,13.58,0.85,386,0.0,0
023770,3213,0.0,1.67,0,0.0,0
300080,2305,0.0,12.73,0,0.0,0
032580,1482,5.29,0.89,249,0.0,0
051380,5845,0.0,1.16,0,4.41,300
241820,2356,0.0,2.67,0,0.0,0
237750,10577,12.38,0.53,453,0.0,0
319660,12197,7.38,1.61,2665,2.03,400
031980,13849,15.21,2.18,1982,1.66,500
002230,7706,0.0,0.57,0,4.59,200
057880,160,0.0,10.88,0,0.0,0
043370,32776,6.84,0.29,1376,2.13,200
239890,3090,23.1,6.15,822,0.0,0
347740,2359,12.89,1.31,239,1.14,35
137400,10866,24.74,6.16,2704,0.15,100
147760,4896,0.0,1.04,0,0.0,0
128660,2462,17.23,1.63,233,3.36,135
006140,8116,13.89,0.8,468,1.54,100
376180,1716,35.4,3.63,176,0.0,0
304840,347,0.0,25.24,0,0.0,0
062970,513,42.96,4.52,54,0.0,0
087600,13297,157.18,0.46,39,0.82,50
291810,1915,0.0,3.06,0,0.0,0
378340,3273,101.81,15.43,496,0.0,0
161580,4402,107.56,2.0,82,0.4,35
347770,2476,72.93,2.42,82,0.0,0
163730,4881,52.91,2.05,189,1.0,100
417180,1083,0.0,3.45,0,0.0,0
446750,0,0.0,0.0,0,0.0,0
448370,0,0.0,0.0,0,0.0,0
454750,0,0.0,0.0,0,0.0,0
454640,0,0.0,0.0,0,0.0,0
400560,0,0.0,0.0,0,0.0,0
406760,0,0.0,0.0,0,0.0,0
418170,0,0.0,0.0,0,0.0,0
427950,0,0.0,0.0,0,0.0,0
430230,0,0.0,0.0,0,0.0,0
435620,0,0.0,0.0,0,0.0,0
299030,9997,536.54,11.16,208,0.0,0
067310,5511,285.76,3.42,66,0.27,50
372290,0,0.0,0.0,0,0.0,0
166090,15244,10.66,2.87,4105,1.37,600
136480,2828,61.06,1.01,47,0.7,20
003380,29169,2.63,0.25,2736,1.67,120
101670,2675,0.0,7.85,0,0.0,0
365590,133,0.0,13.74,0,0.0,0
149980,4375,48.08,2.34,213,0.0,0
013030,29337,10.41,0.93,2633,2.19,600
126700,15075,11.48,1.34,1764,0.59,120
106080,1109,133.28,7.33,61,0.0,0
377400,0,0.0,0.0,0,0.0,0
400840,0,0.0,0.0,0,0.0,0
450050,0,0.0,0.0,0,0.0,0
221840,3108,0.0,1.04,0,0.0,0
106190,14098,15.98,0.94,828,0.53,70
373200,767,0.0,5.42,0,1.2,50
066130,8100,13.08,0.62,383,1.4,70
004590,11011,5.33,0.38,786,4.18,175
039340,7903,9.28,0.76,649,2.66,160
034950,25180,16.35,2.97,4582,6.81,5100
222980,3401,0.0,1.41,0,0.0,0
256840,2786,0.0,1.29,0,0.0,0
025550,5086,6.68,0.81,613,2.44,100
017890,21988,8.34,0.56,1474,0.41,50
080720,6733,0.0,0.76,0,0.0,0
063570,5747,22.06,1.08,282,1.77,110
041460,2469,21.92,1.64,185,1.73,70
101680,5835,50.74,0.53,61,0.0,0
039740,5496,7.35,0.56,417,0.0,0
053300,4250,30.07,1.08,153,2.61,120
025770,6792,13.99,1.24,604,0.0,0
409570,0,0.0,0.0,0,0.0,0
436610,0,0.0,0.0,0,0.0,0
023760,1461,2.8,0.38,200,5.0,28
054040,8505,4.11,0.53,1102,5.52,250
021650,4914,7.34,0.6,402,2.03,60
053590,285,0.0,1.17,0,0.0,0
032300,5484,0.0,2.91,0,0.31,50
037230,2250,0.0,1.02,0,1.53,35
030520,13442,7.26,1.06,1969,0.0,0
052600,3096,27.26,1.5,170,3.24,150
256150,6678,13.03,1.21,621,3.09,250
092460,5683,12.45,1.03,470,1.71,100
047080,774,25.06,2.66,82,0.0,0
114810,5429,7.5,1.5,1086,0.0,0
070590,1605,0.0,1.12,0,0.0,0
226440,391,0.0,3.91,0,0.0,0
042520,4732,36.38,4.8,624,0.0,0
078350,8129,5.11,1.57,2492,0.0,0
045100,27595,4.53,0.66,4044,3.28,600
024740,3587,10.47,0.68,232,0.0,0
005860,1371,0.0,3.76,0,0.0,0
123840,473,0.0,0.74,0,0.0,0
007770,33661,16.33,0.6,1237,0.5,100
198940,2596,660.0,1.53,6,0.0,0
079170,11955,8.89,0.88,1184,1.9,200
054920,5681,11.57,0.56,274,0.0,0
002680,1748,0.0,0.85,0,0.0,0
386580,0,0.0,0.0,0,0.0,0
430460,0,0.0,0.0,0,0.0,0
034810,30189,8.45,0.27,961,2.77,225
03481K,0,0.0,0.0,0,2.63,230
076610,312,0.0,1.3,0,0.0,0
059270,4230,0.0,1.5,0,0.0,0
220180,3291,57.5,0.94,54,0.0,0
214180,10867,5.55,1.23,2409,3.14,420
234340,15915,12.07,1.05,1380,3.0,500
084990,5338,0.0,1.11,0,0.0,0
170030,9031,10.03,0.84,753,2.2,166
319400,1344,41.39,2.56,83,0.87,30
048410,1468,0.0,19.58,0,0.0,0
052260,8619,33.96,1.25,318,0.65,70
041440,10029,11.28,0.68,600,1.03,70
039010,11707,24.84,0.53,250,2.09,130
090850,3874,10.0,1.65,639,1.25,80
092300,5041,17.91,0.92,258,2.16,100
138360,1139,0.0,0.86,0,0.0,0
011080,1140,0.0,0.92,0,0.0,0
060560,1092,11.7,1.14,106,0.81,10
064240,2748,0.0,1.65,0,0.0,0
039610,7732,19.51,0.72,286,0.0,0
126640,2900,8.07,0.56,202,2.45,40
127980,3125,26.82,3.08,359,5.09,490
061250,2639,0.0,0.73,0,0.0,0
097870,8788,16.62,0.88,464,1.3,100
290270,3782,0.0,1.03,0,1.03,40
353190,894,0.0,1.31,0,0.0,0
192410,536,0.0,1.08,0,0.0,0
090710,346,0.0,5.03,0,0.0,0
078590,261,28.0,9.12,85,0.0,0
205470,2838,1.77,0.91,1463,0.0,0
115160,6428,0.0,0.53,0,0.0,0
028080,9328,0.0,0.6,0,0.0,0
032860,1411,0.0,2.58,0,0.0,0
200670,15205,17.38,2.61,2281,1.26,500
065510,9709,13.04,2.16,1610,0.95,200
215090,511,8.5,2.95,177,0.0,0
263920,617,82.31,2.13,16,0.0,0
243070,23877,22.96,1.82,1897,1.38,600
084110,37909,0.0,0.65,0,2.02,500
145020,67095,24.73,1.77,4811,0.0,0
024060,5508,27.76,0.92,183,2.95,150
010240,7971,8.78,0.82,740,3.38,220
189980,2295,7.75,1.04,309,1.67,40
037440,5186,11.73,1.28,567,2.26,150
238490,5656,0.0,1.17,0,0.0,0
095570,8076,21.04,0.52,201,6.38,270
006840,41948,0.0,0.47,0,1.02,200
027410,16528,14.45,0.22,247,3.08,110
282330,55724,14.3,2.87,11203,2.56,4100
138930,30468,2.75,0.22,2404,9.47,625
001460,825735,9.6,0.49,42272,0.74,3000
001465,0,0.0,0.0,0,2.12,3050
001040,191537,11.69,0.37,6023,3.55,2500
079160,5510,0.0,1.4,0,0.0,0
00104K,0,0.0,0.0,0,4.34,2550
000120,179031,9.9,0.45,8190,0.62,500
011150,2107,14.8,1.44,205,0.0,0
011155,0,0.0,0.0,0,0.0,0
001045,0,0.0,0.0,0,5.83,2550
097950,459670,8.16,0.66,37188,1.81,5500
097955,0,0.0,0.0,0,4.1,5550
000480,21609,6.76,0.4,1279,5.21,450
000590,242997,4.54,0.24,12700,0.87,500
012030,1492,64.1,1.29,30,0.0,0
016610,22203,0.0,0.18,0,4.21,170
005830,89508,5.0,0.92,16373,5.62,4600
000990,37784,4.18,1.42,12858,2.42,1300
139130,31812,3.23,0.23,2266,8.87,650
001530,31182,7.07,0.64,2803,1.26,250
000210,194062,14.07,0.19,2679,2.65,1000
001880,45294,4.76,0.26,2445,2.15,250
000215,0,0.0,0.0,0,5.32,1050
375500,114397,2.96,0.26,10130,3.33,1000
37550L,0,0.0,0.0,0,4.68,1000
37550K,0,0.0,0.0,0,5.7,1050
007340,101507,4.26,0.88,20987,2.79,2500
004840,18971,63.0,0.27,80,0.79,40
155660,12480,3.01,0.36,1502,1.33,60
069730,12715,2.24,0.35,2009,1.33,60
017940,249560,2.34,0.23,24536,6.26,3600
383220,24159,8.95,4.29,11571,1.54,1600
007700,52493,5.12,0.33,3384,2.02,350
114090,6183,0.0,2.59,0,0.0,0
078930,133899,1.65,0.28,22634,6.68,2500
006360,56917,3.45,0.24,3997,9.42,1300
001250,4813,2.9,0.51,851,0.0,0
007070,39627,61.52,0.61,395,1.77,430
078935,0,0.0,0.0,0,7.43,2550
012630,44094,0.0,0.14,0,4.13,250
039570,11339,13.79,0.65,538,6.06,450
089470,10618,10.38,0.39,398,2.91,120
294870,43919,13.31,0.23,764,5.9,600
009540,137382,0.0,0.83,0,0.0,0
267250,105921,2.94,0.55,19933,7.85,4600
267270,80387,11.29,0.86,6112,2.54,1750
322000,34065,5.73,0.91,5412,1.94,600
042670,8273,8.67,1.22,1163,2.38,240
267260,22854,15.46,3.05,4514,0.72,500
329180,59566,0.0,2.03,0,0.0,0
097230,4624,0.0,0.83,0,0.0,0
014790,11284,7.73,0.21,300,0.0,0
003580,1507,0.0,2.65,0,0.0,0
204320,45998,20.18,0.92,2096,1.18,500
060980,102608,118.31,0.36,314,5.38,2000
011200,42300,0.85,0.42,20556,6.83,1200
082740,3099,0.0,3.15,0,0.0,0
035000,10892,5.5,0.54,1077,6.76,400
003560,303,0.0,0.79,0,0.0,0
175330,23551,2.88,0.37,2996,9.66,835
234080,9063,14.9,1.59,966,3.47,500
001060,10660,34.11,4.26,1331,0.83,375
001067,0,0.0,0.0,0,0.57,375
001065,0,0.0,0.0,0,1.13,400
096760,1513,13.67,2.83,313,2.34,100
105560,124124,4.75,0.42,10955,5.67,2950
002380,695902,43.05,0.28,4564,4.07,8000
344820,90484,6.86,0.45,5894,5.93,2400
009070,8350,4.66,0.49,879,1.46,60
009440,7463,0.0,0.46,0,1.47,50
119650,1562,0.0,1.17,0,0.0,0
092220,1912,11.79,0.86,140,3.64,60
003620,5846,0.0,1.37,0,0.0,0
016380,16907,1.46,0.46,5357,1.92,150
001390,57371,1.96,0.8,23384,1.09,500
033180,2771,0.0,0.16,0,0.0,0
015590,475,18.61,1.92,49,0.0,0
001940,75645,3.12,0.24,5760,3.34,600
025000,122776,7.27,0.36,6015,6.29,2750
092230,210854,21.86,0.23,2267,6.05,3000
000040,345,0.0,1.56,0,0.0,0
044450,17995,4.07,0.46,2016,4.27,350
030200,64880,6.27,0.5,5209,6.0,1960
033780,80114,10.06,1.07,8489,5.85,5000
058850,4834,7.0,0.63,436,3.93,120
058860,6434,5.86,0.46,501,4.09,120
093050,51612,2.66,0.28,5351,4.93,700
003550,164082,6.42,0.49,12422,3.76,3000
034220,27611,0.0,0.48,0,0.0,0
051900,364213,31.71,1.23,14112,0.89,4000
051905,0,0.0,0.0,0,2.21,4050
373220,80052,160.01,6.61,3306,0.0,0
003555,0,0.0,0.0,0,4.98,3050
032640,18996,6.62,0.54,1543,6.37,650
011070,180261,6.18,1.42,41406,1.62,4150
066570,116599,14.8,0.84,6640,0.71,700
066575,0,0.0,0.0,0,1.65,750
037560,8077,0.0,0.49,0,3.03,120
051910,445524,24.04,1.28,23670,1.76,10000
051915,0,0.0,0.0,0,3.0,10050
079550,42909,13.31,1.75,5641,2.0,1500
006260,144965,6.6,0.74,16306,1.44,1550
010120,52919,31.13,1.81,3077,1.15,1100
000680,7510,0.0,0.66,0,0.0,0
229640,4898,0.0,2.1,0,2.43,250
108320,58432,6.4,1.57,14368,4.9,4500
001120,62867,2.44,0.56,14325,8.58,3000
108670,87146,0.0,0.59,0,0.39,200
108675,0,0.0,0.0,0,1.23,250
383800,21133,3.7,0.38,2190,3.82,310
38380K,0,0.0,0.0,0,3.27,320
023150,10227,8.92,0.67,766,3.66,250
035420,151646,42.44,1.4,5007,0.43,914
181710,49179,0.0,0.53,0,0.0,0
005940,21824,11.66,0.47,881,6.82,700
005945,0,0.0,0.0,0,7.98,750
034310,21230,12.75,0.61,1012,3.18,410
030190,5732,11.36,1.75,882,3.69,370
008260,6580,3.48,0.9,1706,1.69,100
004250,9416,8.53,0.61,678,1.73,100
004255,0,0.0,0.0,0,3.57,105
456040,0,0.0,0.0,0,0.0,0
010060,166136,2.67,0.59,36941,2.53,2500
178920,11627,18.46,2.47,1557,2.71,779
005490,692323,13.24,0.79,41456,2.19,12000
010950,75353,4.04,0.97,18075,7.53,5500
010955,0,0.0,0.0,0,11.12,5525
034120,46405,3.22,0.6,8623,3.6,1000
005090,48174,3.17,0.53,8093,6.63,1700
001380,2695,0.0,0.53,0,0.0,0
004060,1234,53.67,0.39,9,0.0,0
001770,42355,2.53,0.53,8905,0.44,100
002360,857,36.76,0.73,17,1.6,10
009160,11050,3.05,0.38,1381,4.75,200
123700,11352,12.78,0.36,316,2.48,100
025530,11073,30.39,0.35,127,3.89,150
034730,391404,7.1,0.35,19547,3.6,5000
011790,50774,0.0,1.79,0,1.21,1100
018670,260823,4.3,0.47,28644,5.28,6500
001740,10311,15.85,0.61,395,1.92,120
006120,153209,1.87,0.26,21631,4.21,1700
006125,0,0.0,0.0,0,5.77,1750
210980,31414,6.55,0.64,3084,3.96,800
068400,11371,27.94,1.12,457,1.17,150
302440,22683,47.49,3.34,1596,0.0,0
326030,4042,0.0,21.4,0,0.0,0
402340,118972,23.92,0.37,1837,0.0,0
361610,30501,0.0,2.92,0,0.0,0
100090,9783,41.6,2.23,524,0.0,0
03473K,0,0.0,0.0,0,3.97,5050
096770,229593,9.56,0.76,18214,3.35,5840
096775,0,0.0,0.0,0,5.29,5890
001510,1525,27.35,0.41,23,0.79,5
001515,0,0.0,0.0,0,0.48,10
285130,124642,6.19,0.49,9910,2.45,1500
28513K,0,0.0,0.0,0,5.31,1550
017670,51911,11.47,0.91,4118,7.03,3320
000660,92004,36.15,1.27,3242,1.02,1200
003570,29430,9.52,0.33,1027,5.11,500
064960,66442,7.18,0.7,6470,3.44,1600
100840,38778,9.4,0.56,2292,3.71,800
036530,68239,4.47,0.23,3556,4.4,700
005610,48007,10.12,1.39,6568,2.56,1700
011810,1753,0.0,14.12,0,0.0,0
077970,11315,0.0,1.22,0,0.0,0
071970,6770,23.37,1.72,498,0.0,0
002820,12936,0.0,0.21,0,0.0,0
084870,2886,8.69,0.71,236,0.0,0
002710,8127,39.02,5.95,1239,0.25,120
069260,19290,10.27,1.14,2132,4.57,1000
002900,7778,2.56,0.74,2262,5.18,300
024070,7345,0.0,0.38,0,1.81,50
037270,2248,27.54,2.24,183,0.0,0
000500,49444,8.91,0.44,2458,0.23,50
000860,92542,21.8,0.22,952,2.41,500
035250,16846,26.61,0.9,570,2.31,350
011420,1210,11.47,1.58,167,0.0,0
002100,12997,6.62,0.77,1503,4.02,400
009450,35820,13.95,1.44,3707,0.97,500
267290,67007,4.82,0.3,4105,4.42,875
012320,205405,15.51,0.49,6519,0.74,750
000050,30304,52.15,0.3,177,1.35,125
214390,6011,283.08,1.22,26,0.68,50
012610,5831,12.06,0.71,345,1.2,50
009140,49149,10.96,0.46,2080,1.54,350
013580,84371,2.19,0.18,6828,3.34,500
012200,3924,0.0,0.51,0,1.24,25
012205,0,0.0,0.0,0,0.8,30
002140,4286,127.32,0.83,28,0.7,25
010130,455251,10.83,1.02,42967,4.3,20000
002240,64024,6.8,0.34,3242,1.36,300
009290,12593,10.65,0.5,588,1.6,100
017040,2621,20.6,0.97,124,0.39,10
017900,4514,8.62,0.53,275,2.11,50
037710,99270,4.48,0.32,7157,6.86,2200
030610,24572,7.42,0.21,681,3.96,200
339770,7157,35.79,1.07,214,2.61,200
007690,99565,5.66,0.49,8626,2.87,1400
005320,1997,35.44,0.44,25,0.0,0
001140,4100,0.0,1.02,0,0.0,0
002720,3666,22.56,1.08,176,0.0,0
083420,5251,63.66,1.49,123,2.94,230
014530,5808,7.04,0.72,593,4.79,200
014280,13661,3.18,0.45,1933,1.95,120
014285,0,0.0,0.0,0,1.27,130
008870,106871,0.0,0.85,0,1.44,1300
001570,2188,0.0,58.41,0,0.0,0
002990,15149,9.35,0.36,587,9.11,500
002995,0,0.0,0.0,0,3.56,550
011780,234861,3.11,0.49,37290,4.66,5400
011785,0,0.0,0.0,0,8.89,5450
214330,1749,0.0,0.5,0,0.0,0
001210,890,0.0,0.93,0,0.0,0
073240,3920,0.0,1.17,0,0.0,0
092440,8569,11.03,0.37,291,4.67,150
000270,98117,5.81,0.8,13495,4.46,3500
024110,36302,3.14,0.29,3320,9.2,960
013700,1753,0.0,0.89,0,1.28,20
004540,6481,0.0,0.34,0,0.0,0
004545,0,0.0,0.0,0,0.0,0
001260,10896,4.55,0.82,1969,0.0,0
008350,2376,9.77,0.98,238,0.0,0
008355,0,0.0,0.0,0,0.0,0
004270,3821,20.69,0.55,102,1.18,25
003920,1079345,0.0,0.42,0,0.22,1000
003925,0,0.0,0.0,0,0.43,1050
025860,10670,7.71,0.71,986,1.32,100
005720,22295,12.65,0.18,317,2.74,110
005725,0,0.0,0.0,0,3.9,115
002350,16520,0.0,0.47,0,1.28,100
002355,0,0.0,0.0,0,3.58,105
251270,66649,0.0,0.66,0,0.0,0
090350,17634,14.26,0.46,564,3.42,275
090355,0,0.0,0.0,0,2.57,280
000320,38479,4.64,0.29,2391,4.5,500
000325,0,0.0,0.0,0,2.66,505
006280,116367,20.24,1.0,5735,1.51,1750
005250,23095,18.94,0.6,727,2.18,300
005257,0,0.0,0.0,0,1.13,300
004370,398464,23.41,1.18,20081,1.06,5000
072710,231914,9.45,0.3,7353,3.6,2500
058730,7408,49.38,0.59,88,0.0,0
030210,11357,3.66,0.33,1019,4.03,150
023590,53655,2.01,0.32,8634,3.45,600
145210,3499,0.0,1.22,0,0.0,0
